country,year,result,result_change,,result_rescaled,result_rescaled_change
Togo ,2017,33.12223395,-1.69636469,,4.106404291,-0.496326593
Togo ,2018,32.99496011,0.12727384,,4.069166195,0.037238096
Tunisia ,2015,28.51773129,0,,2.759207471,0
Tunisia ,2016,31.23703239,-2.7193011,,3.554827338,-0.795619867
Tunisia ,2017,27.94618304,3.29084935,,2.591982465,0.962844873
Tunisia ,2018,27.91809331,0.02808973,,2.583763902,0.008218563
Turkey ,2016,40.91939956,0,,6.387718363,0
Turkey ,2017,38.49804304,2.42135652,,5.679271861,0.708446502
Turkey ,2018,38.53406163,-0.03601859,,5.689810269,-0.010538408
Turkmenistan ,2015,21.54797539,0,,0.719978986,0
Turkmenistan ,2016,21.50104043,0.04693496,,0.706246639,0.013732347
Turkmenistan ,2017,20.92370383,0.5773366,,0.537328063,0.168918576
Turkmenistan ,2018,20.75614557,0.16755826,,0.488303451,0.049024612
Uganda ,2015,46.35340406,0,,7.97761289,0
Uganda ,2016,46.52657933,-0.17317527,,8.028280941,-0.05066805
Uganda ,2017,47.27989775,-0.75331842,,8.248688714,-0.220407774
Uganda ,2018,47.31251723,-0.03261948,,8.258232603,-0.009543888
Ukraine ,2015,40.74514209,0,,6.33673368,0
Ukraine ,2016,35.21524189,5.5299002,,4.71878175,1.61795193
Ukraine ,2017,34.55783527,0.65740662,,4.526436089,0.192345661
Ukraine ,2018,34.16915628,0.38867899,,4.412715425,0.113720664
United Arab Emirates ,2015,23.8187524,0,,1.384368561,0
United Arab Emirates ,2016,24.88326468,-1.06451228,,1.695826207,-0.311457646
United Arab Emirates ,2017,24.51408667,0.36917801,,1.587811188,0.108015019
United Arab Emirates ,2018,24.66763034,-0.15354367,,1.632735376,-0.044924188
United States ,2015,37.03914631,0,,5.252424233,0
United States ,2016,34.56249449,2.47665182,,4.527799295,0.724624938
United States ,2017,34.68140114,-0.11890665,,4.562589298,-0.034790003
United States ,2018,34.73350438,-0.05210324,,4.577833793,-0.015244495
Uruguay ,2015,28.61906114,0,,2.78885481,0
Uruguay ,2016,25.38702054,3.2320406,,1.843216347,0.945638463
Uruguay ,2017,27.35745547,-1.97043493,,2.419731091,-0.576514744
Uruguay ,2018,27.20567704,0.15177843,,2.375323381,0.04440771
Uzbekistan ,2015,25.97607542,0,,2.015563486,0
Uzbekistan ,2016,26.14748876,-0.17141334,,2.065716027,-0.050152541
Uzbekistan ,2017,25.55319582,0.59429294,,1.891836323,0.173879704
Uzbekistan ,2018,24.61183625,0.94135957,,1.616411003,0.27542532
Venezuela ,2015,33.56129926,0,,4.234867109,0
Venezuela ,2016,33.18946632,0.37183294,,4.126075304,0.108791805
Venezuela ,2017,28.21520081,4.97426551,,2.670692352,1.455382952
Venezuela ,2018,27.98503643,0.23016438,,2.603350286,0.067342066
Vietnam ,2015,31.58365421,0,,3.656242811,0
Vietnam ,2016,31.33169524,0.25195897,,3.58252403,0.073718781
Vietnam ,2017,30.93896037,0.39273487,,3.467616686,0.114907343
Vietnam ,2018,30.43983339,0.49912698,,3.321580875,0.146035811
Yemen ,2016,45.56746368,0,,7.747660503,0
Yemen ,2017,45.52128747,0.04617621,,7.734150153,0.01351035
Yemen ,2018,44.97335658,0.54793089,,7.573835172,0.16031498
Zambia ,2015,39.931904,0,,6.09879446,0
Zambia ,2016,30.09937187,9.83253213,,3.221967799,2.876826662
Zambia ,2017,35.5022171,-5.40284523,,4.80274567,-1.580777871
Zambia ,2018,35.17365644,0.32856066,,4.706614576,0.096131094
Zimbabwe ,2015,32.92669489,0,,4.049192987,0
Zimbabwe ,2016,31.26029802,1.66639687,,3.561634454,0.487558533
Zimbabwe ,2017,31.61635346,-0.35605544,,3.665810038,-0.104175585
Zimbabwe ,2018,32.48609663,-0.86974317,,3.920281654,-0.254471616
